Activist,Investor ID,Investor Type,Investor Sub Type,Activist HQ,Focused,Activist Founded,Company,PID,Symbol,Date Invested,Demand Date,Demand Year,Current Holding (%),Demand Group,Demand,Response Date,Response,Seats Proposed (Gain Board Representation Only),Seats Gained (Gain Board Representation Only),Seats Gained Method  (Gain Board Representation Only),Outcome,Company HQ,Company Region,Exchange,Sector,Industry,Mkt Cap ($mn),Mkt Cap Category,Status,Exit Date,Exit Type,Price Per Share,Purchase Value (Mn),Currency,Buyer
"Bradley Radoff, BLR (Fondren Management)",7692,Individual Professional Investor,,US,Partial Focus,2005,Rocky Mountain Chocolate Factory Inc.,4621,RMCF,17-Aug-21,2-Sep-21,2021,9.3,Governance,Amend Poision Pill/Anti-Takeover Policy,4-Oct-21,Poison Pill Scrapped,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Consumer Defensive,Confectioners,50,Micro-Cap,Current,,,,,,
Cannell Capital LLC,7357,Investment Firm,Hedge Fund,US,Partial Focus,1992,"Lee Enterprises, Incorporated",4140,LEE,27-Dec-18,31-Aug-21,2021,8.21,Governance,Disclose Information,,N/A,,,N/A,Ongoing,US,North America,NYSE,Consumer Cyclical,Publishing,230,Micro-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Tesla Inc,290,TSLA,,30-Aug-21,2021,,Governance,Adopt Majority Vote Standard,7-Oct-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Consumer Cyclical,Auto Manufacturers,"942,533",Large-Cap,Current,,,,,,
James McRitchie,5472,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Procter & Gamble Company (The),11,PG,,27-Aug-21,2021,,Social,Diversity and Equality,12-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Household & Personal Products,"381,771",Large-Cap,Current,,,,,,
Myra Young,7087,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Procter & Gamble Company (The),11,PG,,27-Aug-21,2021,,Social,Diversity and Equality,12-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Household & Personal Products,"381,771",Large-Cap,Current,,,,,,
Driver Management Co LLC,7747,Investment Firm,Hedge Fund,US,Primary Focus,,"Codorus Valley Bancorp, Inc",4577,CVLY,6-Jul-21,23-Aug-21,2021,6.72,Governance,Separate Chairman & CEO,,N/A,,,N/A,Ongoing,US,North America,NASDAQ,Financial Services,Banks - Regional - US,206,Micro-Cap,Current,,,,,,
Eric Griffith,12110,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,"Minim, Inc.",25789,MINM,20-Aug-21,20-Aug-21,2021,,Governance,Disclose Information,20-Aug-21,Met with Activist's Demands in Full,,,N/A,Activist's Objectives Successful,US,North America,OTC Markets,Technology,Computer Systems,58,Micro-Cap,Current,,,,,,
Camilla Madden Charitable Trust / Adrian Dominican Sisters,10651,Rights/ Cause/ ESG,Religious,US,Engagement,,"Smith & Wesson Brands, Inc.",2522,SWBI,22-Aug-18,18-Aug-21,2021,,Social,Human Rights,27-Sep-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Aerospace & Defense,846,Small-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,FedEx Corporation,174,FDX,10-Aug-20,16-Aug-21,2021,,Social,Political Activities,27-Sep-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Industrials,Integrated Shipping & Logistics,"66,759",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Worthington Industries Inc.,1432,WOR,16-Aug-21,16-Aug-21,2021,,Environmental,Climate Change & GHG Emissions,29-Sep-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Steel,"2,558",Mid-Cap,Current,,,,,,
Clean Yield Asset Management,5986,Investment Firm,Other Asset Management,US,Occasional,1984,FedEx Corporation,174,FDX,,16-Aug-21,2021,0,Social,Political Activities,27-Sep-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Integrated Shipping & Logistics,"66,759",Large-Cap,Current,,,,,,
International Brotherhood of Teamsters General Fund,5252,Labour union,,US,Engagement,1903,FedEx Corporation,174,FDX,,16-Aug-21,2021,,Social,Political Activities,27-Sep-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Industrials,Integrated Shipping & Logistics,"66,759",Large-Cap,Current,,,,,,
James McRitchie,5472,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,AeroVironment Inc.,2845,AVAV,16-Aug-21,16-Aug-21,2021,,Governance,Adopt Majority Vote Standard,24-Sep-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Industrials,Aerospace & Defense,"1,560",Small-Cap,Current,,,,,,
Myra Young,7087,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,FedEx Corporation,174,FDX,12-Aug-13,16-Aug-21,2021,0,Governance,Board Independence,27-Sep-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Integrated Shipping & Logistics,"66,759",Large-Cap,Current,,,,,,
Myra Young,7087,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,AeroVironment Inc.,2845,AVAV,16-Aug-21,16-Aug-21,2021,,Governance,Adopt Majority Vote Standard,24-Sep-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Industrials,Aerospace & Defense,"1,560",Small-Cap,Current,,,,,,
NorthStar Asset Management,4557,Fund Manager,,US,Engagement,1990,FedEx Corporation,174,FDX,12-Aug-13,16-Aug-21,2021,0.02,Social,Diversity and Equality,27-Sep-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Integrated Shipping & Logistics,"66,759",Large-Cap,Current,,,,,,
"Calvert Research and Management, Inc.",98,Fund Manager,,US,Engagement,,Tesla Inc,290,TSLA,13-Aug-21,13-Aug-21,2021,,Social,Diversity and Equality,7-Oct-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Consumer Cyclical,Auto Manufacturers,"942,533",Large-Cap,Current,,,,,,
James McRitchie,5472,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Tesla Inc,290,TSLA,24-Apr-14,13-Aug-21,2021,0,Governance,Eliminate Staggered Board,7-Oct-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Consumer Cyclical,Auto Manufacturers,"942,533",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Tesla Inc,290,TSLA,,13-Aug-21,2021,,Governance,Eliminate Staggered Board,7-Oct-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Consumer Cyclical,Auto Manufacturers,"942,533",Large-Cap,Current,,,,,,
Nia Impact Capital,9934,Investment Firm,Other Asset Management,US,Engagement,,Tesla Inc,290,TSLA,28-May-20,13-Aug-21,2021,0,Social,Human Capital,7-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Auto Manufacturers,"942,533",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Tesla Inc,290,TSLA,12-Apr-17,13-Aug-21,2021,,Social,Human Capital,7-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Auto Manufacturers,"942,533",Large-Cap,Current,,,,,,
Sisters of the Good Shepherd,10613,Rights/ Cause/ ESG,Religious,US,Engagement,,Tesla Inc,290,TSLA,,13-Aug-21,2021,,Social,Human Rights,7-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Auto Manufacturers,"942,533",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Nike Inc.,103,NKE,9-Aug-21,9-Aug-21,2021,,Social,Diversity and Equality,6-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Footwear & Accessories,"263,745",Large-Cap,Current,,,,,,
Domini Impact Investments LLC,158,Investment Firm,Other Asset Management,US,Primary Focus,1991,Nike Inc.,103,NKE,9-Aug-21,9-Aug-21,2021,0,Social,Human Rights,6-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Footwear & Accessories,"263,745",Large-Cap,Current,,,,,,
Driver Management Co LLC,7747,Investment Firm,Hedge Fund,US,Primary Focus,,"Codorus Valley Bancorp, Inc",4577,CVLY,6-Jul-21,9-Aug-21,2021,6.72,Governance,Disclose Information,,N/A,,,N/A,Ongoing,US,North America,NASDAQ,Financial Services,Banks - Regional - US,206,Micro-Cap,Current,,,,,,
IA Clarington Investments Inc,881,Fund Manager,,Canada,Engagement,,Nike Inc.,103,NKE,9-Aug-21,9-Aug-21,2021,,Social,Human Rights,6-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Footwear & Accessories,"263,745",Large-Cap,Current,,,,,,
Mercy A. Rome,9744,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Nike Inc.,103,NKE,,9-Aug-21,2021,,Social,Political Activities,6-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Footwear & Accessories,"263,745",Large-Cap,Current,,,,,,
NEI Investments,869,Investment Firm,Other Asset Management,Canada,Engagement,2005,Nike Inc.,103,NKE,9-Aug-21,9-Aug-21,2021,,Social,Human Rights,6-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Footwear & Accessories,"263,745",Large-Cap,Current,,,,,,
"Newground Social Investment, SPC",5567,Investment Firm,Hedge Fund,US,Engagement,1994,Nike Inc.,103,NKE,,9-Aug-21,2021,,Social,Political Activities,6-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Footwear & Accessories,"263,745",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Darden Restaurants Inc.,809,DRI,9-Aug-21,9-Aug-21,2021,,Governance,Amend Company Policy,23-Aug-21,N/A,,,N/A,Activist Withdrew Demands,US,North America,NYSE,Consumer Cyclical,Restaurants,"18,548",Large-Cap,Current,,,,,,
Trillium Asset Management Corp.,587,Fund Manager,,US,Partial Focus,1982,Nike Inc.,103,NKE,15-Nov-14,9-Aug-21,2021,0.02,Social,Human Rights,6-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Footwear & Accessories,"263,745",Large-Cap,Current,,,,,,
Wynnette M. LaBrosse Trust,10479,Rights/ Cause/ ESG,Other Rights/ Cause,US,Occasional,,Nike Inc.,103,NKE,9-Aug-21,9-Aug-21,2021,,Social,Diversity and Equality,6-Oct-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Footwear & Accessories,"263,745",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Conagra Brands Inc.,475,CAG,6-Aug-21,6-Aug-21,2021,,Governance,Amend Company Policy,15-Sep-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Consumer Defensive,Packaged Foods,"16,228",Large-Cap,Current,,,,,,
Eriksen Capital Management,6667,Investment Firm,Hedge Fund,US,Occasional,2005,PharmChem Inc,48811,PCHM,2-Aug-21,2-Aug-21,2021,1.6,Governance,Change Board Composition,1-Sep-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,OTC Pink,Healthcare,Diagnostics & Research,27,Nano-Cap,Current,,,,,,
Tice Brown,12105,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,PharmChem Inc,48811,PCHM,2-Aug-21,2-Aug-21,2021,23.3,Governance,Change Board Composition,1-Sep-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,OTC Pink,Healthcare,Diagnostics & Research,27,Nano-Cap,Current,,,,,,
Chatham Asset Management,5333,Investment Firm,Hedge Fund,US,Occasional,2003,RR Donnelley & Sons,1313,RRD,1-Jul-19,28-Jul-21,2021,14.99,Governance,Amend Poision Pill/Anti-Takeover Policy,27-Aug-21,Poison Pill Implemented,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Business Services,782,Small-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,NetApp Inc.,434,NTAP,2-Aug-13,20-Jul-21,2021,,Governance,Amend Company Policy,10-Sep-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Technology,Data Storage,"19,983",Large-Cap,Current,,,,,,
The InterTech Group,5502,Investment Firm,Family Office,US,Occasional,1982,Bowl America Inc.,6379,BWL.A,10-Apr-18,7-Jul-21,2021,,Governance,Disclose Information,16-Aug-21,Merger or Takeover,,,N/A,Unresolved,US,North America,NYSE MKT,Consumer Cyclical,Leisure,55,Micro-Cap,Exited,16-Aug-21,Purchased by Private Company,9.13,47,USD,Bowlero Corporation
"Korr Acquisitions Group, Inc.",9395,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Occasional,,Medallion Financial Corp.,3335,MFIN,17-Feb-21,30-Jun-21,2021,4.5,Governance,Disclose Information,,N/A,,,N/A,Ongoing,US,North America,NASDAQ,Financial Services,Credit Services,211,Micro-Cap,Current,,,,,,
Legion Partners Asset Management,5087,Investment Firm,Hedge Fund,US,Primary Focus,2012,Genesco Inc.,1809,GCO,15-Feb-21,22-Jun-21,2021,6,Social,Human Rights,20-Jul-21,Proxy Contest,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Apparel Stores,875,Small-Cap,Current,,,,,,
Legion Partners Asset Management,5087,Investment Firm,Hedge Fund,US,Primary Focus,2012,Genesco Inc.,1809,GCO,15-Feb-21,22-Jun-21,2021,6,Environmental,Sustainability,20-Jul-21,Proxy Contest,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Apparel Stores,875,Small-Cap,Current,,,,,,
AB Value Management LLC,5588,Investment Firm,Hedge Fund,US,Occasional,2014,Rocky Mountain Chocolate Factory Inc.,4621,RMCF,26-Apr-19,17-Jun-21,2021,8.01,Governance,Change Board Composition,22-Jun-21,Company Hires/Fires/Resignations,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Consumer Defensive,Confectioners,50,Micro-Cap,Current,,,,,,
T.M. Jennings,12001,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,PetMed Express Inc.,3305,PETS,17-Jun-21,17-Jun-21,2021,,Governance,Amend Company Policy,30-Jul-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Pharmaceutical Retailers,548,Small-Cap,Current,,,,,,
James McRitchie,5472,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Electronic Arts Inc.,662,EA,7-Jun-19,11-Jun-21,2021,,Governance,Amend Company Policy,12-Aug-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Technology,Electronic Gaming & Multimedia,"37,379",Large-Cap,Current,,,,,,
Lionbridge Capital,11542,Investment Firm,Hedge Fund,US,Occasional,2018,CIM Commercial Trust Corp,4439,CMCT,13-Jan-21,11-Jun-21,2021,1.04,Governance,Amend Company Policy,,N/A,,,N/A,Ongoing,US,North America,NASDAQ,Real Estate,REIT - Diversified,168,Micro-Cap,Current,,,,,,
Michael Ashner (Exeter Capital),5081,Individual Professional Investor,,US,Occasional,1996,CIM Commercial Trust Corp,4439,CMCT,25-May-21,11-Jun-21,2021,1,Governance,Amend Company Policy,16-Jun-21,N/A,,,N/A,Activist Withdrew Demands,US,North America,NASDAQ,Real Estate,REIT - Diversified,168,Micro-Cap,Current,,,,,,
Myra Young,7087,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Electronic Arts Inc.,662,EA,7-Jun-19,11-Jun-21,2021,,Governance,Amend Company Policy,12-Aug-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Technology,Electronic Gaming & Multimedia,"37,379",Large-Cap,Current,,,,,,
Robotti & Company,6170,Investment Firm,Hedge Fund,US,Partial Focus,1983,CIM Commercial Trust Corp,4439,CMCT,13-Jan-21,11-Jun-21,2021,2,Governance,Amend Company Policy,,N/A,,,N/A,Ongoing,US,North America,NASDAQ,Real Estate,REIT - Diversified,168,Micro-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,McKesson Corporation,224,MCK,15-Jun-12,8-Jun-21,2021,0,Governance,Amend Company Policy,23-Jul-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Distribution,"36,047",Large-Cap,Current,,,,,,
Kanen Wealth Management,6192,Investment Firm,Hedge Fund,US,Partial Focus,2016,1847 Goedeker Inc.,52012,GOED,8-Jun-21,8-Jun-21,2021,3.3,Governance,Change Board Composition,18-Oct-21,Compromise/Came to an Agreement,,,N/A,Activist's Objectives Partially Successful,US,North America,NYSE MKT,Consumer Cyclical,Internet Retail,274,Small-Cap,Current,,,,,,
Barington Capital Group,4810,Investment Firm,Hedge Fund,US,Primary Focus,2000,Chico's FAS Inc.,1343,CHS,15-Aug-20,7-Jun-21,2021,1.56,Governance,Change Board Composition,,N/A,,,N/A,Ongoing,US,North America,NYSE,Consumer Cyclical,Apparel Stores,599,Small-Cap,Current,,,,,,
Barington Capital Group,4810,Investment Firm,Hedge Fund,US,Primary Focus,2000,Chico's FAS Inc.,1343,CHS,15-Aug-20,7-Jun-21,2021,1.56,Governance,Disclose Information,,N/A,,,N/A,Ongoing,US,North America,NYSE,Consumer Cyclical,Apparel Stores,599,Small-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Constellation Brands Inc,544,STZ,,3-Jun-21,2021,,Social,Diversity and Equality,20-Jul-21,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Beverages - Wineries & Distilleries,"45,392",Large-Cap,Current,,,,,,
Glenbrook Partners,11820,Non- investment Company,Private,US,Occasional,,Tejon Ranch Co,2700,TRC,6-Jan-21,1-Jun-21,2021,,Governance,Disclose Information,1-Jun-21,Company Rejects Activist Demands,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Real Estate,Real Estate - General,483,Small-Cap,Current,,,,,,
John Moroney (Landmark Pegasus),11966,Concerned Shareholder(s),Individual,US,Occasional,,American Bio Medica Corp,36279,ABMC,25-Oct-16,1-Jun-21,2021,4.94,Governance,Change Board Composition,,N/A,,,N/A,Ongoing,US,North America,OTC Markets,Healthcare,Diagnostics & Research,2,Nano-Cap,Current,,,,,,
Federated Hermes Equity Ownership Services,629,Fund Manager,,UK,Engagement,1983,Exxon Mobil Corporation,2,XOM,,21-May-21,2021,,Governance,Change Board Composition,26-May-21,AGM,,,N/A,Activist's Objectives Partially Successful,US,North America,NYSE,Energy,Oil & Gas Integrated,"256,157",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Cowen Inc.,3071,COWN,,21-May-21,2021,0,Governance,Amend Company Policy,25-Jun-21,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Financial Services,Capital Markets,970,Small-Cap,Current,,,,,,
Harbert Management Corporation,6213,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1993,"Global Indemnity Group, LLC",2608,GBLI,15-Feb-20,19-May-21,2021,8.1,Governance,Disclose Information,,N/A,,,N/A,Ongoing,US,North America,NASDAQ,Financial Services,Insurance - Property & Casualty,364,Small-Cap,Current,,,,,,
Elliott Management,5760,Investment Firm,Hedge Fund,US,Partial Focus,1977,Duke Energy Corporation,142,DUK,10-May-21,17-May-21,2021,0.1,Governance,Board Independence,15-Nov-21,Compromise/Came to an Agreement,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Utilities,Utilities - Diversified,"79,258",Large-Cap,Current,,,,,,
Starboard Value,5565,Investment Firm,Hedge Fund,US,Primary Focus,2002,Box Inc,30896,BOX,3-Sep-19,17-May-21,2021,3.9,Governance,Disclose Information,9-Sep-21,Activist Issues Public Letter,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Software - Infrastructure,"3,856",Mid-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Kroger Company (The),310,KR,,13-May-21,2021,,Environmental,Waste & Pollution,24-Jun-21,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Grocery Stores,"32,256",Large-Cap,Current,,,,,,
Illinois State Treasurer,5480,Government/ National,,US,Engagement,1818,"Meta Platforms, Inc.",47,FB,17-Oct-18,13-May-21,2021,,Governance,Board Independence,26-May-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Technology,Internet Content & Information,"929,664",Large-Cap,Current,,,,,,
International Brotherhood of Teamsters General Fund,5252,Labour union,,US,Engagement,1903,CarMax Inc,522,KMX,6-May-16,11-May-21,2021,,Social,Political Activities,29-Jun-21,N/A,,,N/A,Activist Withdrew Demands,US,North America,NYSE,Consumer Cyclical,Auto & Truck Dealerships,"22,208",Large-Cap,Current,,,,,,
The Shareholder Commons,11888,Rights/ Cause/ ESG,ESG,US,Engagement,2019,Alphabet Inc,3,GOOGL,11-May-21,11-May-21,2021,,Governance,Amend Company Policy,2-Jun-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Technology,Internet Content & Information,"1,904,638",Large-Cap,Current,,,,,,
Coalition United for a Responsible Exxon (CURE),11699,Concerned Shareholder(s),Group,US,Concerned Shareholder,,Exxon Mobil Corporation,2,XOM,2-Feb-21,5-May-21,2021,,Governance,Separate Chairman & CEO,26-May-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Integrated,"256,157",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Best Buy Co. Inc.,476,BBY,5-May-21,5-May-21,2021,,Governance,Amend Company Policy,16-Jun-21,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Specialty Retail,"23,450",Large-Cap,Current,,,,,,
